SKU,Published,Sale price,Regular price
SKU_5DA2ZG_H6RB81,1,6250,15000
SKU_SX7Q5H_1D96VGV,1,7050,14000
SKU_5HVMFH_HK6NPO,1,1850,2400
SKU_34XK3EW_7FZGM0E,1,,5320
SKU_10HUCNR_1Q3ON6O,1,15950,20750
SKU_2HKZVLD_3R2ETUJ,1,5220,20000
SKU_M370GZ_131WQTV,1,4290,13000
SKU_5ORV17_I2KEQD,1,,8300
SKU_2ZRDKN7_6MDKJAL,1,9000,25000
SKU_2QYRWA_7VLEHB,1,8090,11500
SKU_2NR193K_4JMGRAE,1,,12800
SKU_124TXSG_1TQ89BQ,1,12000,30000
SKU_35E4KL9_7IFRLPR,1,15900,40000
SKU_39TK2UF_874FK3S,1,12700,30000
SKU_2K5V65P_42VVYH9,1,9900,20000
SKU_1GYJW_6S387,1,4950,5000
SKU_3A8PQFJ_898754Z,1,12700,30000
SKU_J2P3RJ_Z72NY9,1,,3750
SKU_14YOW6_3STUT0,1,,4950
SKU_2JZKG0X_41YG1AS,1,12480,22000
SKU_JGP61I_ZNKNWB,1,8560,25000
SKU_2FZVT9Q_7TTP2UW,1,4700,4930
SKU_2JZKG41_41YG1M9,1,13010,22000
SKU_VTG0V6_1I0QPAR,1,5700,20000
SKU_10IVKMD_1Q5PAMC,1,3810,5900
SKU_WU0LM0_1JVFNWC,1,2700,4000
SKU_2HAOLGC_3PJ31VY,1,1110,2000
SKU_2N7OD3Y_4H2KA8F,1,,19000
SKU_2MJ9MGK_OGY8L,1,4160,4240
SKU_WKJL0_35LA1A,1,840,1000
SKU_1LFG5J_4WSWPE,1,3460,4170
SKU_HUMLPR_XL7H0R,1,3580,5000
SKU_YMIZP4_1MTGSZO,1,13250,20000
SKU_5EQ871_HB4L1G,1,,8580
SKU_ADLD0_15P8TF,1,7950,8100
SKU_39ZIRQ1_87Z62KD,1,13390,13900
SKU_2DVN5_CJQUI,1,8250,24000
SKU_312XXMQ_6UG1R1W,1,7110,45000
SKU_MDVQW3_13EAB6C,1,6890,11800
SKU_Z7A8I7_1NQXWEW,1,2100,2750
SKU_J2P3NY_Z72NUP,1,2500,2940
SKU_2SDUM3J_558XTB1,1,,5250
SKU_2MF2H1F_4DCCYVG,1,9540,16000
SKU_Z7BKX9_1NQZXD7,1,2000,3250
SKU_2DXTVAP_3BKHLNP,1,18700,19610
SKU_2RWR8I_7Y5BTR,1,,4500
SKU_2N7EFSO_4H1FDT4,1,8660,9900
SKU_2LEJQYZ_40DGP82,1,9700,15000
SKU_329P8C8_71I23G1,1,7900,8900
SKU_2JZKG6G_41YG1XO,1,9330,22000
SKU_2K5V67E_42VVYO1,1,9900,20000
SKU_XM6Y4I_1L5TPDT,1,10760,40000
SKU_26QGUGI_2SBBO2R,1,,2550
SKU_33NBJAV_793Y1CN,1,16700,34000
SKU_2JZKG2M_41YG1G2,1,1600,3000
SKU_2JMGYJP_409XMQ0,1,,7410
SKU_2MJNH8_7JP5X8,1,4830,4920
SKU_2Y4T3CO_6C2COFY,1,4950,5700
SKU_2L5U9DO_47MOOBX,1,9480,9820
SKU_2DJ5UTZ_3A14A5F,1,1990,3000
SKU_320AI4V_703KBCM,1,5700,20000
SKU_ZE1N2K_1O3QVOL,1,3000,5120
SKU_4N3632_EQE74I,1,,6500
SKU_3708ILT_7RLH6MF,1,8370,14000
SKU_2YUTLUU_6GK1QL8,1,,4500
SKU_36GV6LL_7OGMQXD,1,19320,32900
SKU_2NHUEXQ_4IEWFYC,1,,9500
SKU_2Y4T3CI_6C2COFS,1,5670,8900
SKU_33MWET5_7926IQO,1,7900,11400
SKU_N07WZS_144M7EM,1,8220,24000
SKU_ICJA2_1XGVEN,1,7900,8900
SKU_2SQQ4CS_57UTFPY,1,2500,2990
SKU_3428XPQ_7BBJED3,1,8900,12000
SKU_J2P3OD_Z72NUY,1,3000,3380
SKU_2Y4T3CQ_6C2COG1,1,4950,5700
SKU_J2P3CQ_Z72NJH,1,,3380
SKU_347A7TQ_7C1W4OR,1,6160,13500
SKU_3345RQ2_76CAV3W,1,,6900
SKU_277UDAZ_2THLVL9,1,,10150
SKU_2ZT46HH_6MP424K,1,11500,17500
SKU_2UB3BU6_5LFPUBM,1,,15400
SKU_IQLH0G_YRDW4R,1,,15400
SKU_2HT3Y64_3S27WBH,1,8910,9970
SKU_J2P3RL_Z72NYB,1,3000,3750
SKU_TE25J7_1E1PCPQ,1,1400,2500
SKU_22JAQS3_2HL8HEQ,1,3670,6390
SKU_2YD8B4H_6DLLGEV,1,,5300
SKU_2XVT7X7_6AHOV6T,1,10470,11790
SKU_36KMIDX_7P2C4A2,1,11900,40000
SKU_PNHTCW_17W5ZMF,1,8840,15000
SKU_22JMBAG_2HLZAJA,1,8380,15000
SKU_MNWI60_13QMT0Y,1,,11800
SKU_31NYM15_6XZZ35M,1,15000,60000
SKU_VUO3GY_1I2LZ8M,1,13980,41350
SKU_2V6RIF7_5S512X2,1,,4900
SKU_2ITTP84_3WO7DXI,1,8540,25000
SKU_N07X0B_144M7EX,1,7650,24000
SKU_VTG0V8_1I0QPAX,1,5830,20000
SKU_128MYO_3LNPSR,1,8000,15000
SKU_XTMKQ_38W40A,1,,12500
SKU_2Y4T3CB_6C2COFL,1,4950,5700
SKU_N07YB5_144M8SU,1,8400,24000
SKU_2VA60AQ_5SUSAEZ,1,8100,13290
SKU_2J0HTQ6_3XHOUGG,1,,1830
SKU_2MMWPMU_4ECB672,1,17000,17700
SKU_25L7BQI_2PJ8F9K,1,4590,8450
SKU_J2P3EK_Z72NKQ,1,,3000
SKU_J2P3EM_Z72NKS,1,2500,3000
SKU_2JDBEOO_3Z2ZWMA,1,9900,20000
SKU_2K5V5ZK_42VVXRD,1,9900,20000
SKU_3JR89_FX3YI,1,7590,12000
SKU_321QDMO_70BC1XP,1,11350,13000
SKU_32HQV9P_72SO1BU,1,5100,15000
SKU_2S7VCRF_5479MSO,1,8980,12470
SKU_ADLD1_15P8TG,1,,9730
SKU_5ORV0Z_I2KEQ7,1,,7380
SKU_2QGABI8_4W3XXXR,1,10550,12950
SKU_2TAGD3W_5CEZM79,1,10090,12500
SKU_2PEZKNO_4R9W8E6,1,,9730
SKU_28UWXTC_2XDB2AO,1,,10300
SKU_2Y4T3CH_6C2COFR,1,4950,5700
SKU_30FZZQB_6QI70DN,1,23360,28000
SKU_398FPAC_840TJ40,1,17500,29000
SKU_32MVKTE_73LOIUA,1,14710,16750
SKU_2UJ9KVC_5NC21OE,1,34020,42000
SKU_31OA2IX_1EL904G,1,22500,28000
SKU_3G1MG9_A7XT2C,1,15960,24000
SKU_3690YJP_7N72QV0,1,45740,45860
SKU_2XT55I1_6A22P4B,1,,59900
SKU_313VZVA_6ULZAAM,1,16800,19600
SKU_307Y4QA_6H45LKV,1,13890,22000
SKU_35AQ5FF_7QX252N,1,21520,25020
SKU_NGSZ0B_14MJEZN,1,,26490
SKU_3AHP1QX_8ABBID7,1,12800,22000
SKU_2ZI3DA5_30RFKIU,1,,43320
SKU_3BNN6Q5_8FSM685,1,,16490
SKU_396XGZD_83TZJEE,1,13860,22000
SKU_2ZNV0VL_6LQ2DQS,1,17280,32000
SKU_2DUNA6J_3B70S64,1,14390,25000
SKU_2OENQCX_4MRE1G3,1,18500,32000
SKU_XUX5OD_1LK46XS,1,27900,40000
SKU_2S5X41J_52ND0IQ,1,,15640
SKU_3ACKBZK_89P85LX,1,,23060
SKU_321J2GV_70AIKOK,1,,19900
SKU_550IBQ_G7K2EA,1,29400,29910
SKU_2PC0TNQ_4QWS7F5,1,,14700
SKU_2YJJKV5_6EP7FQI,1,17990,18590
SKU_2EGNOZP_3DKYXEL,1,49500,51000
SKU_38061X0_7XADQHK,1,,26400
SKU_32HH1C4_72RA1PU,1,14440,25000
SKU_1ZLA93K_2BIQYR8,1,16090,40000
SKU_314A4CZ_6UNVSYB,1,27100,40000
SKU_1ZHLUD9_2B91IDT,1,17900,45000
SKU_2ZXATEO_6NF77GS,1,14440,39000
SKU_2WO9XPG_62RNXT6,1,14680,15190
SKU_2XM2O5X_68R64AS,1,12620,25000
SKU_JTPA5C_103QE9P,1,19900,20330
SKU_35ZLGCQ_7LQ0MFE,1,12230,15390
SKU_NZ3FSE_15AGURI,1,7900,28000
SKU_30BNGCN_6PR7WAC,1,,20830
SKU_SUTG3G_1D4T05U,1,19250,48000
SKU_36FHU3W_7O85ON2,1,28900,35000
SKU_HRE7DY_XJ4ZWQ,1,22110,24700
SKU_3690YKJ_7N72QWT,1,39900,39900
SKU_2YUJ1AV_6GIQ6AT,1,20960,21420
SKU_ONYQY5_16CCSMI,1,28800,32000
SKU_2YYVFV9_6HAISE4,1,31900,45000
SKU_30VG4Y3_6T5A95O,1,15620,24000
SKU_REPT53_54HX612,1,13730,36000
SKU_38PNRMI_816YGMH,1,16300,16900
SKU_3B3ATAB_8D17MQ1,1,18000,24000
SKU_237MCDG_2J7GVKQ,1,21500,21500
SKU_2OMMEX7_4NRWVAT,1,12120,20000
SKU_2UJ85IK_5NBS3K9,1,22000,23600
SKU_2Z62OQ6_6IJDXV8,1,22040,22750
SKU_2UKK9NY_5NMD328,1,17330,22000
SKU_35ZM2JX_7LQ3PJ6,1,,39000
SKU_ZNSRU1_1OKLLLB,1,21730,23480
SKU_2YC52SU_6DEM9J4,1,21800,36000
SKU_31QWIED_6YKBVAL,1,15800,17800
SKU_2DXG962_3BIMMW5,1,24140,40000
SKU_369GRAI_3DUIY4J,1,,29900
SKU_34NL9AD_7EJPJGC,1,27810,28570
SKU_2YD9DUG_6DLRD73,1,14900,25000
SKU_33J5HKQ_78I6ZGZ,1,17000,24000
SKU_37D9BKD_7TLDDRG,1,12510,26000
SKU_XUX5MQ_1LK46VP,1,24000,35000
SKU_2YUJ1AQ_6GIQ6AH,1,25000,25000
SKU_35MJX8E_7JSF8VZ,1,12460,13750
SKU_312SHPL_6UF84RL,1,16590,45000
SKU_2SQOCYS_57UHTK7,1,,24800
SKU_429MNO_1488MEL,1,24800,36000
SKU_2P31AQ7_4PULUEM,1,,19800
SKU_38N18VQ_80VBD85,1,21000,21800
SKU_2Q6KY0R_4UR57IE,1,,32000
SKU_ZQSE8J_1OPXGMU,1,17880,28000
SKU_2Z7PN6P_6ITRTRK,1,21900,30000
SKU_JGIXHJ_ZNCGWX,1,23660,27800
SKU_39BEAEL_84HCVW4,1,19840,40000
SKU_3AIKOAN_8AF9IOE,1,10900,12900
SKU_2RJ5RSI_50VZU9U,1,21500,23000
SKU_R3MQAI_1A7STXD,1,,19800
SKU_V6UUKN_1GZZ7DR,1,17960,23000
SKU_39VHHJG_87DN3FG,1,,10390
SKU_36O8MYS_7PN37Y9,1,12530,14220
SKU_2DYBR9C_3BNCY7B,1,,28000
SKU_2F1N2W2_3FR7DAR,1,27000,30000
SKU_39TK4LG_874FQHZ,1,,15900
SKU_2XMPX0N_68VCUP5,1,13020,14000
SKU_2XCNV2D_673BZ3O,1,15960,24000
SKU_3TI80B_C423MG,1,17880,48000
SKU_PNCUS5_17VYHJK,1,29800,125000
SKU_32QDGUB_745J52X,1,,14400
SKU_W5YYHW_3WA6CLU,1,18900,27000
SKU_313413E_6UGVWH0,1,37900,64000
SKU_2Y7VMO7_6CN8XLY,1,31760,72000
SKU_OD0UIS_15VGM7M,1,14850,24000
SKU_2YLQ6ML_6F2X9N1,1,10260,17000
SKU_34X8720_7FXW9RS,1,21710,25000
SKU_2XQF62U_69KAWR1,1,17750,30000
SKU_3AT0RY8_8BPU2W7,1,14510,26000
SKU_353AAX9_7GSKNBC,1,31200,39000
SKU_2A7VFGJ_315VY1V,1,,21000
SKU_2DXNEMU_35WQDC9,1,20400,23900
SKU_37GT76E_8CTX1QP,1,19300,64000
SKU_1181PK2_1RMRL39,1,10140,10360
SKU_ZQSE5G_1OPXGHJ,1,16550,26000
SKU_2RIADEW_50RM8NA,1,23900,90000
SKU_ZZFI96_1P8DBBR,1,15400,22000
SKU_2DXTS8L_3BKH4PV,1,,25000
SKU_3AHMXYZ_8AB213Y,1,9900,21600
SKU_2I3QPRH_3TDUK3N,1,22300,32000
SKU_2XS5RNP_69WALIO,1,14400,24000
SKU_L7K3Q_26OZR5,1,,19000
SKU_31WAXKH_32XRZSW,1,17920,32000
SKU_30S74NE_6SL9ZP3,1,18220,18940
SKU_2YHIIEV_6ED76SM,1,16890,23000
SKU_2M6FMAZ_4C72Q7K,1,31480,64000
SKU_P1UOXI_16ZZOJW,1,21500,48000
SKU_31LLJJX_6XLT1U0,1,12590,18000
SKU_QW4GRZ_19VLVX5,1,12600,27000
SKU_2GV1F78_3NMVQGF,1,,14900
SKU_399NCML_847OUN8,1,25900,48000
SKU_3TI7ZP_C423KY,1,16300,21000
SKU_354AFQP_7GXT4TW,1,13590,32000
SKU_2RXAYH1_52QGP36,1,35000,35000
SKU_33W0YNK_7AG43U2,1,15900,25000
SKU_34U3MPL_8DAQMXW,1,21000,21000
SKU_2ZNA9LN_6LMKLO7,1,12600,16000
SKU_2LSW9O1_4AI3P3A,1,,16500
SKU_GTF0I_1SQPOZ,1,,34400
SKU_30NG3K0_6RTQGLH,1,14800,22000
SKU_35MLUF6_7JSP2QM,1,11150,34000
SKU_30UIOAH_6SZKBY1,1,14800,36000
SKU_RF91PA_1APZY1F,1,15900,30000
SKU_KS7N_2ECSH,1,12900,26000
SKU_2TIQ8LU_5EFXM4X,1,,20380
SKU_364JSBT_7MGVVUU,1,17850,20860
SKU_369JR2B_7N9TQHH,1,21000,28000
SKU_2VUEC63_5X2QZ5G,1,12800,15000
SKU_39SCQ30_86YWEJH,1,15940,15940
SKU_30NQYFA_6RVB1K7,1,15900,32000
SKU_3B59HK4_8D9TH2X,1,19800,32000
SKU_300UXQY_6NZ2FSS,1,20900,30000
SKU_3ZPIIS_COW5XF,1,13650,14160
SKU_34VJJDO_7FQ9ZNP,1,,14580
SKU_2JQCQTI_40QK308,1,21350,35000
SKU_33W0BQ9_7AG1NVG,1,14900,25000
SKU_SPW4LG_1CVUO4N,1,14900,18900
SKU_2SA7BL4_54LW6YX,1,,25000
SKU_2UZ980E_5QLEAF5,1,32000,32000
SKU_2LX5G12_4B0VHD6,1,13000,14900
SKU_36KVY7Q_7P3TNMJ,1,24000,24000
SKU_3AHHO6X_8AAGYY9,1,9770,9870
SKU_313UZX6_6ULUC46,1,,16940
SKU_2MG28W1_4DGL5K1,1,,40500
SKU_3BE9688_8EHX3FR,1,9990,17000
SKU_2LL30XR_49I9R2S,1,19060,50000
SKU_317IPH4_6V5GFHY,1,21750,29000
SKU_30RPEMV_6SIPNP0,1,,11340
SKU_29OVDLC_2ZKSSTK,1,,18000
SKU_33ILTJW_78FPLIV,1,14530,17480
SKU_ZNSRTR_1OKLLKX,1,,45000
SKU_5F6ZU5_HCE1R5,1,,10740
SKU_2ZHROC8_6KL1FS5,1,,25000
SKU_2LLEQ3E_49JKYKA,1,14660,20000
SKU_2YUSICX_6GJULO1,1,16020,18640
SKU_U4KOFB_1F9ITLU,1,,26900
SKU_32SVHVQ_74KOVRI,1,8800,16000
SKU_3TRCQ8_16GT9DZ,1,22000,44000
SKU_29UEFMQ_302BRIK,1,13890,13890
SKU_159452_3U43EC,1,20540,23000
SKU_30HFNJH_6QRB8SR,1,12540,22000
SKU_1L2OT0_4VYSXS,1,13440,22000
SKU_2YJGM4P_6EOS2VQ,1,,13200
SKU_2ZFD4Y6_6K5TTS4,1,11500,28000
SKU_2JMXONP_40BRT9Z,1,,25190
SKU_2R4ZQX3_4Z5UGCX,1,47300,47300
SKU_2ED4CZ4_3D807GG,1,17550,26000
SKU_KRQYJ_25AAI1,1,,12500
SKU_23SQX2D_2KYGU4V,1,11200,40000
SKU_2NHSND5_4IEN049,1,12790,25600
SKU_2GJKI4Q_3MCARVI,1,,36000
SKU_398G8LW_840WPEH,1,13610,21000
SKU_31G07DC_6WLYNJN,1,,28900
SKU_2S3Q8EO_53JXJ9P,1,,19800
SKU_OQ6R3Z_16GRKQE,1,,18000
SKU_6ZR77_U21UR,1,21000,34000
SKU_9RQI6_13SYTH,1,,19100
SKU_160VR4_3WH0XJ,1,16490,19400
SKU_2WX9ZVY_64CLMH0,1,10000,13110
SKU_30PBM1Q_6S44X7C,1,,28920
SKU_2XZNM4D_4YE651G,1,7900,25000
SKU_2IUL21X_3WS4LQW,1,,25000
SKU_Z2AN_48RY4,1,17630,21000
SKU_39SD10Q_86YXJEL,1,9520,17800
SKU_2SKHPVR_56FLMXG,1,,13420
SKU_M503FO_1CQKII5,1,12500,29000
SKU_3000M5N_6NTZBPH,1,21300,32000
SKU_2TGWASZ_5DZL3NU,1,9300,9480
SKU_3ATBCA5_8BR0KRT,1,16400,25000
SKU_3BHW10E_8EZWU65,1,33000,34000
SKU_1NL9FL_522WN2,1,,25000
SKU_2ZYVINW_3DUJ0LC,1,16030,33500
SKU_30FYHSR_6QHX2T1,1,8800,11900
SKU_2DBCE6H_39E7QHM,1,39200,49000
SKU_VOU9VY_1HSXT5C,1,,16050
SKU_2ZIX71S_6KRF45A,1,23990,25200
SKU_3560GVN_7H6MY9M,1,19800,28000
SKU_X1W8SU_1K96EKH,1,5430,9900
SKU_34MPYHV_7EEI9NR,1,27000,27000
SKU_4XR5YA_FJTVG4,1,,21500
SKU_31V6W38_6ZAG0C3,1,16200,18700
SKU_2ZGRVDN_6KEAKCT,1,,36900
SKU_5EW6P8_HBLOWA,1,14080,20000
SKU_2ZQ4LWK_1MSC7HF,1,8000,12000
SKU_2ZBXG6L_6JK0YHJ,1,21250,25000
SKU_3A0JAMM_8844D6O,1,34900,50000
SKU_LO3NI7_12HD820,1,21670,22000
SKU_3A0N5GZ_884MUGQ,1,16400,17600
SKU_2OII4EJ_4N96BDI,1,,11070
SKU_2ZYSAQV_6NMOIIS,1,25900,50000
SKU_3660LY0_7MP1T19,1,16720,19700
SKU_2EIJ51M_8879GF0,1,27500,29920
SKU_30TK7OL_6UZROMM,1,25240,64000
SKU_38XGD84_82C15D9,1,24500,28000
SKU_33J6F19_78IATZ5,1,27500,28500
SKU_2S52Y1J_53RYLHK,1,,23400
SKU_2GJB37N_3MBBXZX,1,,14650
SKU_2LZFRUO_4BB2DDA,1,,20580
SKU_2PJFZ1H_4RU2NOD,1,29250,29250
SKU_2OJMJ36_4NE164D,1,17180,28000
SKU_39JIWYX_85O891Q,1,8900,15000
SKU_SP8M50_1CUSQ0F,1,15900,30000
SKU_32N6YWH_73N2ABV,1,,12900
SKU_39TMHFL_874PAQN,1,11200,26000
SKU_34DPYO5_7CYRAQN,1,8290,12850
SKU_2LXNXGM_4B3QQXH,1,8990,15500
SKU_2RIADEI_50RM8M6,1,,13000
SKU_35MJX8H_7JSF8W4,1,12000,12000
SKU_3BNNC9U_8FSN0H0,1,11620,12060
SKU_2ZBX1N8_6JJYAYZ,1,19400,24000
SKU_2H3O0GP_3OP7D4G,1,27500,28000
SKU_30RPEMO_6SIPNO8,1,19430,35000
SKU_13PDKT_3PBRTP,1,9610,42000
SKU_IIQX3T_YHPT9O,1,9900,20000
SKU_2LLEE57_49JJVD7,1,36570,38220
SKU_34NZ1CJ_7ELMXGZ,1,72250,85000
SKU_3BMBJ7V_1F3ORCN,1,20000,32000
SKU_2AH7I51_6A8XDX4,1,22800,56000
SKU_2YQ0CCG_6FT5XKE,1,12900,14100
SKU_2U0SQ5R_5IWWP1M,1,,25500
SKU_31SSHR5_6YVDYB8,1,,9900
SKU_2XM2O5W_68R64AV,1,14360,25000
SKU_W35TJ4_1IH4L52,1,8150,15000
SKU_2SUNNFT_620Y0VY,1,,39800
SKU_33TMRKE_4W9Q7UI,1,,23000
SKU_5D8ELC_H6LETD,1,13900,13900
SKU_2AK0V6E_325NP8Y,1,9500,10100
SKU_2Z2647Y_6HU46WT,1,20200,40000
SKU_2VPSNZX_5W4RKD5,1,26800,29800
SKU_2EMXSZI_3E9SP1Z,1,17090,17100
SKU_3061K63_6OSM4WM,1,,14400
SKU_2EMXT1V_3E9SP55,1,17090,17360
SKU_2S0YPUO_537PKGQ,1,,16800
SKU_RY87UQ_1BLKXQQ,1,10390,13500
SKU_IA4F7V_Y6FXIS,1,12800,20000
SKU_ZPCMIK_8735FIR,1,14850,15000
SKU_JGKUYJ_ZNEXOK,1,9900,16000
SKU_208IU6N_2D33KGZ,1,22100,22880
SKU_34VOT8P_7FQZPHX,1,16000,16000
SKU_32HXZQC_72TMB9P,1,9710,18000
SKU_3B8BC48_8DO5PK4,1,16900,24000
SKU_33ZWMXJ_7B0GCAX,1,10770,23000
SKU_27WVLF6_2V5774W,1,29500,53000
SKU_31BZ8KH_6VWOEQF,1,6900,9000
SKU_GJOOM_1RWAZD,1,15040,17700
SKU_30BNHDD_6PR81YW,1,19200,20500
SKU_1CTA56_4BDGP3,1,,20600
SKU_2WA8Y6M_600LVTZ,1,20000,25000
SKU_35AJHD4_7H6902J,1,32100,76000
SKU_3SAHZB_C0379O,1,9900,18000
SKU_2U47QYJ_5JQMENA,1,16800,19200
SKU_RP1M5E_1B6PXTW,1,14070,39000
SKU_32BUFAT_71USNGT,1,15400,22000
SKU_39TSGWL_6LOJFBU,1,21900,35800
SKU_300U2KW_6NYYMT0,1,9900,18000
SKU_1RDWIF_5BMLI5,1,14140,38000
SKU_4BMNIS_H1RMS8,1,13650,31800
SKU_D4ZO_1A3O6,1,11580,14200
SKU_35ZYY6X_7LRWYVX,1,,15900
SKU_35MIKXO_7JS92MR,1,10320,32000
SKU_2Z3562Z_1AQJJIQ,1,7390,15000
SKU_22IW7S3_1IH9,1,,13100
SKU_38JQ0GA_80H0N9Z,1,,27500
SKU_3QQ26M_BUU0TZ,1,25600,26000
SKU_2S8BGUX_549ZLIA,1,34370,36000
SKU_FYUNQ_1PRNJD,1,12490,28000
SKU_5A1F0C_GV9NYG,1,14000,25000
SKU_M3J3GY_3ENGIOE,1,,11900
SKU_2MIHAVD_4DRUXQ2,1,20020,22000
SKU_2GN8SO3_3MQVNGV,1,9300,9480
SKU_2UVTAIM_6HJBW7F,1,58950,210000
SKU_36TIFZL_7QIO9A6,1,14900,26000
SKU_Z2AP_48RY6,1,17550,26000
SKU_3AIVVID_8AGKOH2,1,35000,50000
SKU_31J0Z2M_6X4YJN3,1,20300,24180
SKU_2SCEFZO_54ZQTEK,1,9700,19000
SKU_324PGQ4_70Q7MJK,1,24900,60000
SKU_15R12R_3VN1GE,1,,18800
SKU_2YI1TTM_6EG9ZVE,1,11500,13000
SKU_360BFE_ABD3XA,1,11670,12000
SKU_ZZFI1B_1P8DAZJ,1,15750,26000
SKU_QHN2H2_1AQHNCJ,1,6530,11000
SKU_31GVXLP_49G51BG,1,9900,16000
SKU_331DN1E_75XUCV6,1,,17800
SKU_2T9ZEIO_5CAI0WH,1,,18000
SKU_LGD5_2HZB5,1,10500,25000
SKU_32Q45V0_7442SRA,1,,9790
SKU_30S6Q2S_6SL7RRX,1,,18000
SKU_2PVBZBT_4TC98JW,1,13730,39000
SKU_3B8AWNT_8DO3TMK,1,17990,25000
SKU_39F3X1X_851SB5H,1,,9900
SKU_2J1F78N_3XLZ4CB,1,13100,25800
SKU_31LHGTJ_6XL3CME,1,,34000
SKU_59FS7_MZ1N3,1,,26150
SKU_2LHYSL8_4DGPOG4,1,15800,25800
SKU_H1I9N_1TEDF1,1,,35000
SKU_30VNPTO_8CTX1S9,1,19300,64000
SKU_35B5NW6_7IO69MI,1,,13900
SKU_UAVTKQ_1FJEG9H,1,17300,42000
SKU_321Q7F9_70BBF9U,1,18690,29800
SKU_2M2RBQS_1IDHLIU,1,10380,15000
SKU_304RTGS_6OKOPBQ,1,22000,26250
SKU_2IX54MN_3X2HX8H,1,18780,22100
SKU_V3RO78_1GUUA84,1,10760,23000
SKU_QK4IHL_1AQHFH0,1,6170,11000
SKU_2MIFRZM_4DRO2I7,1,17100,19000
SKU_31MJEX1_6XS4NXI,1,9000,35000
SKU_2RE4QXJ_50ADNR2,1,23500,38000
SKU_33ZSS1H_7AZVEHD,1,6930,11000
SKU_VGCW_3TPIU,1,,11800
SKU_353J3MB_7GTRIXV,1,16620,19190
SKU_3AMEFZX_8AWRTIX,1,41900,49900
SKU_353J3F5_7GTRHZL,1,17500,20190
SKU_1DLCGE_4DAN9L,1,13510,15900
SKU_34L1O3T_7E5UFPG,1,41850,43570
SKU_33ANIKJ_1DIM0Y8,1,6900,10900
SKU_2KWRJ15_46H5ATF,1,24000,24000
SKU_31IU9Q9_6X410PF,1,14000,48000
SKU_2PDXIJR_4R5DV9Z,1,20000,20000
SKU_T0DRVO_1DELY84,1,,20700
SKU_2S5UD95_3G6CV2T,1,10110,11740
SKU_2PI9RR7_4RORJL5,1,,49000
SKU_3B5NGO2_8DBJVMC,1,24350,25000
SKU_329EXH1_71GSLVZ,1,14900,25000
SKU_JTP49N_103Q6F0,1,5600,8000
SKU_2UPQQUB_5OQ59Q5,1,,22300
SKU_8SUY_MWLG,1,,30200
SKU_10PDJT_5JMB39,1,15320,16280
SKU_2ZNKAZ0_6LOBZJ6,1,,12750
SKU_2WVU6MS_643Z5VP,1,13000,20000
SKU_342IBBC_7BCNV9I,1,,15900
SKU_H1I9B_1TEDEM,1,,35000
SKU_2F8SQKT_3GJAT36,1,,17300
SKU_SJPHL_2T3Q0U,1,,12600
SKU_31NVGVQ_6XZFOXH,1,,19800
SKU_2ZKKDFX_6L3HT5W,1,21060,26000
SKU_ZKNGXG_1OETRDW,1,,4970
SKU_2ID5168_3UG1JYA,1,10000,10950
SKU_331DH04_75XTLZN,1,6960,7740
SKU_39ZJYOJ_87ZAR8F,1,45000,64000
SKU_27RY6XO_2UTGQ5D,1,11900,15000
SKU_2LLXFLM_49LND1W,1,,36000
SKU_2M7SP60_9ETLC4,1,5100,7250
SKU_16TWTM_6P9H60Y,1,12500,25000
SKU_2MGCA4D_4DHKXL3,1,,18750
SKU_2Q6AO03_4UPYMOY,1,,8800
SKU_304Z43W_6OM1PE7,1,13850,17600
SKU_VGCX_3TPIV,1,,17200
SKU_XC7Q1S_1KPOQT2,1,,8900
SKU_BWEF0_1BAVDS,1,,17090
SKU_TQH3BV_1EL370W,1,15000,16500
SKU_3SKX9L_C12VGX,1,9900,18000
SKU_15R15M_3VN1MY,1,11900,14000
SKU_2YK6M0P_6ESR79R,1,9000,18000
SKU_1ZHE3KX_1I79CQG,1,19800,33600
SKU_3AUCQXM_8AGF3MN,1,42500,56700
SKU_2NO75VT_4J8N4M8,1,,25000
SKU_2F5J2RV_3G5SWBU,1,,39600
SKU_2HKZW8K_3R2EXEA,1,16800,48000
SKU_2KAFSW4_43GPQ47,1,11990,23000
SKU_ZJLKUG_1OD173S,1,11800,32000
SKU_2QRX8NE_4XHI7SO,1,36000,36000
SKU_31UWZGH_6U0FADW,1,,21800
SKU_2OTHL8H_4OMXQCX,1,16910,37000
SKU_2R4QBA7_4Z4KWD5,1,21620,23500
SKU_2YQ0CCH_6FT5XKK,1,10560,11220
SKU_358XZTG_7HLTKKN,1,24900,26900
SKU_305CPWF_6PX2WYT,1,12500,30000
SKU_35AH9WE_7HUPQTA,1,19360,23250
SKU_38OOQ3B_812PXGV,1,9900,25000
SKU_RR13PP_1B9Y1GV,1,15100,17770
SKU_2N6F57M_4GX5PNI,1,30000,32470
SKU_DEGQZ_1G0Y4V,1,12800,14900
SKU_38EX3TF_7ZSLAC8,1,,10900
SKU_2SF6F4J_55H9Y5F,1,,27000
SKU_30S3WDQ_6SKSQDN,1,11640,18000
SKU_LE4_1G4T,1,9300,10380
SKU_2V8YI9F_5SLJ7PA,1,25000,49000
SKU_31IU9Q6_6X410P0,1,10880,48000
SKU_5KJRYV_HRQ4VQ,1,14400,18000
SKU_31MPOLT_6XT5PEP,1,25760,32000
