SKU,Published,Sale price,Regular price
SKU_2FRA5DV_3IXMK72,1,11900,15900
SKU_2TPN47L_5G88Y4P,1,,9750
SKU_4297S_HZFW5,1,4850,8000
SKU_4HOU_11PTO5Q,1,18400,32000
SKU_2SQSX7_80B9S1,1,7450,7570
SKU_2BUHZZ8_2VOG,1,,9530
SKU_2SPU80C_57NEFYQ,1,14160,19000
SKU_27CU2WC_2TTMTD1,1,,16800
SKU_XQMDYO_1LD1ECH,1,11710,24000
SKU_34S9U2A_7F9BHCA,1,13600,32000
SKU_2VY4F8P_1CTZASH,1,10460,19000
SKU_1EFC0_ILYKW,1,9710,10000
SKU_31SQLU5_6T9QNIB,1,9900,25000
SKU_2GW85ZX_3NR2JCW,1,9430,10060
SKU_2Q3EQ6M_4UBIEX1,1,,14550
SKU_2RF512M_50DZMT4,1,10800,23000
SKU_352Z5JH_7GR4K3B,1,7840,11000
SKU_1A1K3_8M0G,1,10120,10970
SKU_2YBMX15_6KDVUJ5,1,10510,23000
SKU_338THLM_76ZBAQX,1,18870,32000
SKU_37Z5RZJ_7X3SBRS,1,9800,14000
SKU_2NU42Y9_4K2F05D,1,19000,22750
SKU_1XU8M_8ZBRM,1,10850,14000
SKU_2WCIOL_4QP39O8,1,11600,13800
SKU_JRSLHT_10148C3,1,13490,15000
SKU_323572Y_70IRBKC,1,8000,9000
SKU_QK3FWI_19CY11V,1,7200,9000
SKU_2T1BV4L_5A8ZIO6,1,15300,25000
SKU_2BK23N_6RIEVO,1,11900,20000
SKU_X1SQAS_1K90Q8Q,1,16870,25000
SKU_2ULXKIL_5NWV1XZ,1,9790,20000
SKU_ZQSE5T_1OPXGI5,1,10840,20000
SKU_2TU7I1K_5HB1LI6,1,12600,18000
SKU_38Q8Z_2RGQQBM,1,7800,8000
SKU_2PJAADJ_4RTFLZ5,1,25400,28900
SKU_2ZYCQQX_6NKLMWR,1,9810,15000
SKU_2SWJHWS_5949RP9,1,15400,22000
SKU_S13M3Y_1BPXFZY,1,14400,16000
SKU_2D5EPJX_38XXEXK,1,12670,18000
SKU_SUIOQ_2U1IML,1,19440,23000
SKU_SNTB6_2THWOJ,1,6810,7900
SKU_38EOZUP_7ZR7UPA,1,9900,19800
SKU_KGIG46_10X08YH,1,17800,18000
SKU_ME4FW_2AHPC0,1,9990,16000
SKU_XK1G_42N50,1,14090,19800
SKU_39ORCVL_86G9WRF,1,7900,12000
SKU_35P0N7I_7K6HT2O,1,18380,23000
SKU_3ACSQTB_89Q7RVU,1,7900,14000
SKU_32SNO5I_74JKJ02,1,11400,23000
SKU_2ZWR2RW_6NBZ6GA,1,10530,17000
SKU_LSXBRO_12O5M20,1,9200,17000
SKU_38JQ7TK_80H1PF9,1,8900,19000
SKU_43JY_31DR707,1,9270,10920
SKU_39OQZA4_86G7MIE,1,10000,18000
SKU_34VJNN_8YD5IM,1,13580,18000
SKU_JQZAV_2U37EP,1,7560,9420
SKU_3AHIXXM_8AALDFU,1,8900,15000
SKU_43WJIQ_DBLVIZ,1,8860,15000
SKU_123YAFZ_1TOQDLD,1,13270,18000
SKU_2API34O_32KA9UL,1,6880,7010
SKU_2VXU2LP_5XPV83V,1,10640,16000
SKU_OWLAL_1LD1FH4,1,10540,18000
SKU_2TU7I12_3X0V8Z7,1,17000,25000
SKU_2S574ZH_53SM4TP,1,8820,9900
SKU_30JXJ9E_6R8062G,1,32900,35000
SKU_2YLPNPZ_6F2TXIS,1,23950,35000
SKU_2F7LA0E_3GE5LIF,1,7900,12000
SKU_36BO0F_92ZWCT,1,9350,15000
SKU_3AHIX67_8AALB2B,1,8900,15000
SKU_2I83M39_3TVVPO3,1,8900,12000
SKU_46MA67_3SZIAZ7,1,12800,13800
SKU_2SG288M_2USUBHI,1,7900,11000
SKU_31LK4DE_6XLK9A9,1,23200,32000
SKU_103M4H_3FUK29,1,10750,10910
SKU_TS5TMX_1EO8L1O,1,8130,15000
SKU_31QVMQO_6YK6PEZ,1,12580,18000
SKU_TS5TQ8_1EO8L62,1,8850,15000
SKU_35VBJJ5_7L3BKCK,1,13530,14260
SKU_31CXQ27_6W2ZD2D,1,12900,14950
SKU_41YM1_HY57S,1,8910,15000
SKU_MWFTFV_140IQY0,1,9830,12000
SKU_NBIQG9_14GJZQ2,1,9520,14000
SKU_380G6I8_7XBLY3C,1,16910,18500
SKU_YTAJ32_5IN6F,1,5500,14000
SKU_34M1RM9_7EBQ3HK,1,9630,12000
SKU_QLUZK0_1A91TB3,1,13530,14280
SKU_DMD1E_1GVWZZ,1,6740,6900
SKU_2W4WP1_8ADBB1,1,,7890
SKU_ZEIOCP_1O4I1VC,1,8150,13000
SKU_38RML7V_81HW8LW,1,13720,14460
SKU_11T6U9N_1SZQU5X,1,15650,21000
SKU_44UG_7KYJ,1,7320,11000
SKU_5PQSHL_I5FA8P,1,7650,8900
SKU_30C8A4O_6PUGG2F,1,,9900
SKU_2FWT5W_72C88A,1,18000,49800
SKU_33N0N0Y_792NCAI,1,12420,18000
SKU_YJ7KVP_1MNROVP,1,7530,15000
SKU_3EE2LR_A0IY8K,1,12000,20000
SKU_2H3JBWD_3OOPQCO,1,,8990
SKU_2YRVU_DJ42M,1,8900,15000
SKU_3ZPJFI_GC845L,1,9310,18000
SKU_27RL08L_2USUCAJ,1,7900,11000
SKU_27BRNDH_2TR3ECV,1,8660,8870
SKU_278YGPN_2TKAIHJ,1,5900,7000
SKU_27XIMKZ_2V6KAOW,1,9000,11000
SKU_391ZLZQ_831FCWH,1,6440,6700
SKU_31BQ1XB_6VVBOGK,1,8450,14000
SKU_2OIRCVI_4NA68QU,1,7900,12000
SKU_BVT8H_1B992U,1,6930,10000
SKU_2S0KZW1_535RXPV,1,13500,15000
SKU_5F8BE0_HCHVCJ,1,6950,13000
SKU_4VEPVX_FDF8X2,1,5900,16000
SKU_SOPCHJ_1CU0OGY,1,8200,15000
SKU_2I83M2N_3TVVPLZ,1,6630,11000
SKU_329G2OS_71GXQXN,1,7700,8540
SKU_204OCAW_86NX61G,1,9190,9550
SKU_8HCQ_52N599,1,8590,15000
SKU_2Z2XHZD_6HZLNJH,1,9900,15000
SKU_2I83M04_3TVVPFO,1,9040,16000
SKU_5U60W_PTJEO,1,7860,13000
SKU_2BK5_4GJZ,1,7900,14000
SKU_3ABFYPX_89KBEQC,1,7000,9000
SKU_5A18EI_GV8LMA,1,,3970
SKU_3CSA8H_9TRW9W,1,7060,8000
SKU_2N3YM3_7L0Y80,1,7680,15000
SKU_32166JA_7090W8Y,1,9660,14800
SKU_HNGHYD_3RX7WFM,1,9390,18000
SKU_4CX2V_J8MC7,1,9960,18000
SKU_33K29C3_78MV3UF,1,8030,12000
SKU_RVYOW_2QT1H3,1,7880,18000
SKU_325YUYX_70WEEVR,1,,4000
SKU_U3HDE_3ZP098,1,4870,6500
SKU_2SLZBKL_56QI578,1,6280,12000
SKU_TCUDS8_1DZL7EP,1,6510,10000
SKU_XK1F_42N4Y,1,6860,9800
SKU_15R31L_3VN6WH,1,,5900
SKU_3985DNE_83ZNA75,1,11460,18000
SKU_MWFU1C_140IRK8,1,5990,8000
SKU_4297Z_87WZMV,1,4670,6500
SKU_QH5TLQ_1AQHBH8,1,5970,11000
SKU_17VQP_3MJ5LM,1,4900,15000
SKU_2XF3KHW_67IQ4PR,1,6300,9000
SKU_35LAYY9_3OXNS,1,6670,9800
SKU_QH5LMS_1AQII3O,1,7480,14000
SKU_J8BL6R_ZDV6E5,1,3390,5000
SKU_6DBR_EQTS,1,9510,18000
SKU_RCY4VX_1AM1S7D,1,5250,17600
SKU_2BKH_4GJP,1,7900,14000
SKU_SH43T_1N73ZPA,1,5550,9900
SKU_2XF3R54_67IQSIF,1,7000,10000
SKU_RUCF5L_7BCJI,1,4230,7500
SKU_2XF3N9P_67IT5XW,1,6300,9000
SKU_2BL3SD4_17HVAX,1,,5500
SKU_2XZ7UL7_6B36L99,1,8880,18000
SKU_BVT8M_1B993P,1,4940,8000
SKU_32K7QF3_736X9Q5,1,2950,4500
SKU_1Z5S5_TAIMH,1,6230,9500
SKU_NYNUK2_159VT18,1,5720,12000
SKU_3H416S_ACKVXL,1,5840,9500
SKU_1IU9O_3XXZQWZ,1,2300,3200
SKU_X6F38P_1KG3DNH,1,4800,5500
SKU_N0TJTX_145A6HG,1,6170,9000
SKU_MJ3EKZ_13L57N2,1,5120,8800
SKU_MIY39V_13L03ZU,1,6900,9900
SKU_2BI5CNV_7DCGT,1,5390,9000
SKU_4KC9Y3_EG6QKQ,1,6220,12000
SKU_2VH8WFJ_5UBKDLT,1,14400,32000
SKU_XXNHVY_1LOUYPJ,1,,8000
SKU_1K6TZX_4TVOET,1,4400,8000
SKU_2Z1GKYU_6HQG2NR,1,9380,14000
SKU_TAG2T8_7F9OD8,1,4370,6000
SKU_1UUSHW_5L2KW4,1,2370,4800
SKU_D8SDY_1FJ32X,1,5500,8500
SKU_J8BKXT_ZDV5N7,1,3560,5000
SKU_32HGUHW_72R8H9B,1,5950,6480
SKU_1IU8Z_719V8,1,10540,24000
SKU_31H2PX_8PHMG2,1,5100,10000
SKU_10DMFL_3GQBFO,1,4400,14000
SKU_2D81E9_6VKL4U,1,6270,12000
SKU_2PVM6WM_4TD8LDH,1,4800,8000
SKU_2T92NXN_4YZNNTZ,1,,2300
SKU_2XID91D_FU4NP2,1,4000,18000
SKU_MRSSG6_13V54L2,1,6840,10000
SKU_2BLAGJ_6TGVPI,1,4640,8000
SKU_2EQJV9H_3ENNXA6,1,4730,8000
SKU_27MA07_6HWQRQ,1,7030,12000
SKU_46NE9F_D68YBL,1,7230,14000
SKU_MNWORM_13QMZHJ,1,4720,8000
SKU_BZLH4_1BMSKQ,1,3310,12000
SKU_2SCHNQA_5509XVI,1,4430,4970
SKU_RPF4M0_1AXYO2T,1,2950,5000
SKU_2DEYVUF_39NE8XK,1,4800,8000
SKU_U63W1Q_1FC7P6R,1,4980,7000
SKU_14Y8X5_3SSBHC,1,3740,8000
SKU_1UUSHU_5L2KW1,1,2100,4800
SKU_1IU9P_719X8,1,6190,11000
SKU_V3RP76_1GUUBSF,1,9190,16000
SKU_B3W69_18MG1N,1,4770,4970
SKU_1LL9P_GKWDC,1,3210,4000
SKU_NE4EYA_14J9A0O,1,4300,6000
SKU_C89O_16WQK,1,1840,3900
SKU_37O1PX_97ONPY,1,6660,10000
SKU_MNWODF_13QMZ13,1,3590,4500
SKU_39G2U_ESPM5,1,3610,4940
SKU_MRSSJ6_13V54OJ,1,6830,10000
SKU_2SDOBGD_557W0OD,1,4030,4200
SKU_2Z0B8YJ_6HJHCOX,1,8590,15000
SKU_2WX0HJH_64B3VOZ,1,3220,4000
SKU_2KED7XL_43YYNDC,1,6970,14000
SKU_2YQ0RMS_6FT861S,1,11940,18000
SKU_ULDZ_3OXNM,1,4970,7000
SKU_WK4SF_35K75E,1,5950,11800
SKU_BEQSG_19S22K,1,5540,9000
SKU_T5M3F0_1DNK0D9,1,3610,4940
SKU_H8VWA_1U03K0,1,4280,7500
SKU_36MCKSP_7PC2FID,1,5470,8000
SKU_42986_1P9N6S,1,6070,12000
SKU_DLJ7M_8KAQTC,1,2410,5000
SKU_2PJGXFR_4RU74WT,1,5230,6300
SKU_NWRJPA_1574P89,1,3890,8500
SKU_32DC2PS_7232SJ7,1,2810,4500
SKU_374YNUM_7SCWP8Z,1,3270,4800
SKU_2XZ7UKY_6B36L5W,1,8460,18000
SKU_2ENMETH_3ECDQN8,1,4850,8000
SKU_1PCN9_7X7P2,1,6740,14000
SKU_IVQOWA_YXZ7RU,1,2850,5000
SKU_35YO377_7LL22EX,1,,12000
SKU_2ZX6UJ8_8ABG1GE,1,7960,15000
SKU_2Z2WGCG_6HZEJL0,1,10580,15000
SKU_2Z34G2J_6I0JBE8,1,9140,18000
SKU_324TZXR_70QOLBG,1,3680,4000
SKU_35T9ZKR_7KSFVA1,1,17500,26780
SKU_3DX5NJ_9YMUXD,1,3210,5000
SKU_OYN2W_6V1O3B,1,6480,6790
SKU_3ASMWBO_8BOD043,1,5100,8500
SKU_R4A3XH_1A8RTW6,1,4280,5300
SKU_2SACD8L_54MSPEP,1,,9600
SKU_J8BKSA_ZDV5AF,1,2990,5000
SKU_OOH6V3_16D7L3C,1,4940,7000
SKU_REQ8DG_1AP70IL,1,3050,5500
SKU_245BN2J_2LZHLOX,1,6440,9800
SKU_36PV4XJ_7PXPTTD,1,5470,8000
SKU_36KJHG1_7P1TR2Z,1,5910,10500
SKU_H19VG_1TDYAC,1,,5380
SKU_3ABLBYN_89KW77K,1,,21500
SKU_2N3OMLF_4GJU7GB,1,19910,32000
SKU_JGBPCP_ZN46E3,1,4600,5500
SKU_NQI21A_14Z62Y8,1,16900,27000
SKU_3BB16O8_8E257Y2,1,9600,12000
SKU_3AJ20TF_8AHC9XJ,1,17980,23000
SKU_2SWXH3K_597CICS,1,13750,25000
SKU_39S6PNC_86XZS4A,1,13600,20000
SKU_2W48QZ1_5YUA3FS,1,14900,14900
SKU_3ABN2M2_89L2KCZ,1,20000,21500
SKU_38Z45UH_82LC8K3,1,,11900
SKU_38Z02VE_82KNKQP,1,,21500
SKU_2Z0JHB9_6HKGEG1,1,10500,16000
SKU_2MNLVOE_4EG8SJE,1,11400,25400
SKU_3602CDE_7LSCTSY,1,12600,20000
SKU_33H0FR4_7877UKQ,1,15810,28000
SKU_2EPTPNF_3ELSJZ7,1,13050,15000
SKU_2PGCNC_CQIWRN,1,12400,12400
SKU_3ABMXI1_89L21I1,1,,21500
SKU_401G3O_CPONX3,1,11960,22500
SKU_367F8BU_7MX0KFP,1,14450,28000
SKU_SWGNYW_43CMUL1,1,18500,18500
SKU_2XTGKI7_69WF5QB,1,30940,40000
SKU_37GTH45_7U3SSZM,1,10790,20000
SKU_38ONU58_812LRK3,1,15810,40000
SKU_2FCTQ_I1G2E5,1,11850,16500
SKU_2ZZLIK5_6NRH9IW,1,14980,15900
SKU_2MNLVP2_4EG8SMO,1,10900,25400
SKU_36PSOB1_7PXDX1Y,1,12700,25400
SKU_3B3CGPJ_8D1F2QY,1,,22000
SKU_30FWP5V_6QHNTN6,1,12700,25400
SKU_2SJJGGH_5694B6L,1,16900,17370
SKU_35YO6JW_7P2P0JV,1,12500,13620
SKU_WRVMVY_1JRCZ5I,1,15740,17800
SKU_31LRXJ0_6XMRIQT,1,,26000
SKU_32HH9QB_72RCEOV,1,,11000
SKU_TDH6UZ_1E0NPS4,1,14300,16000
SKU_M2JW4P_131AMN9,1,9800,14000
SKU_393IJDP_839JUAE,1,14400,25000
SKU_2X6LVR1_6751BL3,1,11400,25000
SKU_38PFEYX_815Y5Y7,1,,21500
SKU_314LXU4_6UPGV9N,1,10470,10780
SKU_35J9P89_7JBWCYT,1,,12000
SKU_38PKXYM_816J2U2,1,,21500
SKU_2PBPML3_4SZL2EY,1,9760,25000
SKU_31FVH8L_6WLBAD9,1,12800,16000
SKU_2U0LL6Z_5IV9G6S,1,11900,11900
SKU_2VVK1GH_5XB0RB2,1,,16250
SKU_2YUOGVI_6GJBPJ3,1,19910,32000
SKU_2DFPK9V_39P22VW,1,11150,15770
SKU_38ONI54_812K6XD,1,,21500
SKU_39OOSJK_86FUJ8P,1,,9600
SKU_31MLSMS_6XSJNO8,1,10900,17000
SKU_LTCGDB_3I4OK7,1,9900,11250
SKU_360AT9A_7LTKYB1,1,15360,25000
SKU_369HHJV_7N9H2CO,1,,11000
SKU_123Y53A_1TOQ3MW,1,8570,8700
SKU_95VW2_1JRCZYT,1,14990,25800
SKU_QS3VND_19PENNJ,1,,14520
SKU_2TXKHB4_5I37HQ4,1,11400,25400
SKU_2PDWWH1_4R5BH11,1,,12000
SKU_NY37PB_1595KH2,1,,16380
SKU_37GBTZY_7U0UAX5,1,10800,20000
SKU_2TFPPUN_5DPFOE5,1,10850,25000
SKU_2KUISDF_465XL00,1,16800,19840
SKU_38Q3TVV_819GRFL,1,,21500
SKU_WPM1ZW_1JN6APM,1,9900,13000
SKU_M7ONTA_137BZSG,1,,11000
SKU_QS3U8C_19PELLG,1,,6900
SKU_35SDJ39_7KND4B9,1,9900,14000
SKU_ZMXJTB_1OJ1LD5,1,,29000
SKU_3AVJ78K_8C1DDUI,1,,21950
SKU_38PLVYC_816NSTN,1,,21500
SKU_401G1D_CPONT8,1,,13000
SKU_2W1GP3X_10KV9HZ,1,8900,9900
SKU_30FPABQ_6QGAX1N,1,15260,28000
SKU_2NXMB1T_4KJ3GSB,1,,11000
SKU_35VESFA_7L3RO9Q,1,10680,20000
SKU_31LPEWO_6XMCOTP,1,7190,8000
SKU_3AJ22QV_8AHCHS9,1,10510,16000
SKU_36FQCPN_7O9EWEP,1,,11000
SKU_N6X_4TW3L,1,,11700
SKU_TDH6LM_1E0NPF1,1,10600,12000
SKU_2OF25VD_4MT1LGY,1,,19900
SKU_35X0CAV_7LC9ZLE,1,10800,20000
SKU_30FWP66_6QHNTP7,1,12000,25000
SKU_Z0PXOG_1NGRUT3,1,10860,16000
SKU_2ZZLGAM_6NRGSWM,1,12040,16000
SKU_342G81U_7BCEU40,1,9900,12000
SKU_U7EFK0_1FE3YLR,1,11200,21000
SKU_29U15S5_301APB9,1,10900,19800
SKU_2L7Z9DM_47W0BWD,1,,32000
SKU_2QL5ZM5_4WO4LI2,1,,23230
SKU_34CNRBI_7CSTUKQ,1,18500,22350
SKU_1UDS2Y_5JWTEK,1,,15600
SKU_2S51QCI_53ROT1F,1,,78100
SKU_2RTPGJ3_529E9FF,1,,21300
SKU_2EQWWO7_3EP0R3M,1,28000,39000
SKU_2TA8AI3_5CCY6XP,1,,75000
SKU_2TLIQWG_5F6JL9M,1,,30500
SKU_14UHS9_3SBXMZ,1,19400,29000
SKU_34U3X21_7FJ0PAV,1,,29390
SKU_2S5XSSD_53WV6D3,1,,16500
SKU_2PBHN8C_4QU2ZH3,1,28800,36000
SKU_XYKYX_39AESO,1,38000,38000
SKU_1CYM1_67XHI,1,,13200
SKU_SHHKUN_1CHF519,1,,11000
SKU_2S7L75G_545FHO7,1,,35000
SKU_2SBPWXD_54VQE7J,1,,19500
SKU_2O5OMA8_4LM0BWC,1,122400,136000
SKU_3AT0NJG_8BPTM9X,1,18050,28000
SKU_31E1P1L_6W9ZK90,1,,25000
SKU_2LKRUG3_49GVD7S,1,,30000
SKU_2S09UBQ_5348257,1,,24500
SKU_VNVD1U_1HRBI9G,1,,54220
SKU_3AKX2VB_8APPLDB,1,12900,19000
SKU_2RAO34M_4ZVRT7O,1,,38920
SKU_2MGCAJL_4DHKZ37,1,,24700
SKU_2EQWWDN_3EP0QDA,1,36720,51000
SKU_1GXF0J_4LGQAT,1,,16200
SKU_J44HD3_Z8XENA,1,26000,26000
SKU_2QVQWCS_4XYIPXU,1,,84000
SKU_2REE3R6_50B94MG,1,25000,28000
SKU_22T2YCD_2I8ECKT,1,23900,31320
SKU_2LBT2FP_48BQ6FC,1,40170,40170
SKU_2QR40DM_4XE9V6F,1,,79620
SKU_2U4F4JO_5JSANXD,1,15900,18520
SKU_Z2AZ_48RYG,1,30160,38000
SKU_PH8PRY_17N6ASF,1,29900,32000
SKU_1GR26A_4L1PK0,1,,21800
SKU_2I4KL2M_3TGXPZ6,1,21390,25080
SKU_2QR40A7_4XE9UU9,1,63000,72000
SKU_11PMU2_3KGIAZ,1,,33550
SKU_2S3JAM9_53IYX7M,1,34000,34000
SKU_2JGFN2R_3ZGPKFC,1,12340,24000
SKU_5EV3SG_HBIYA8,1,13500,13500
SKU_2SG36C6_55MS5I7,1,,35340
SKU_2J1GDKC_3XM5FK9,1,25920,25920
SKU_2LLCMXC_49JDYMC,1,,20920
SKU_O8APD8_15O6RO1,1,37970,64000
SKU_ZST5_4BO66,1,,15510
SKU_6GEGF_RWMPH,1,12000,29000
SKU_LVQOC1_12RWV11,1,,67230
SKU_2O1BJHE_4L0P927,1,,19500
SKU_2WUQSLS_63WRXIU,1,,22060
SKU_38G9V38_8006SBD,1,,40950
SKU_2TBMWEA_5CPJY10,1,40000,40000
SKU_2S51HYF_53RMFQG,1,8500,21000
SKU_2PWOUJ9_4THXJ1Y,1,,39000
SKU_24ANW_A3OTM,1,56700,66700
SKU_2LLCMWQ_49JDYKV,1,,20920
SKU_2U4F4L9_5JSAOCX,1,,15900
SKU_39JG8UG_85NV5GS,1,,16100
SKU_2M3W953_4BSV9YI,1,9730,20000
SKU_354N429_7GZJQV5,1,15500,25000
SKU_2SG8QK9_55NPTR8,1,,22740
SKU_2LBRYOY_48BN56J,1,13910,14070
SKU_2SDTL7Z_558SAPX,1,,39500
SKU_2DX4DGA_3BH8HHF,1,21700,30000
SKU_2SG01GC_55M6EXD,1,20370,38500
SKU_3445APV_7BK3EVT,1,21550,32000
SKU_123ULOK_70OTO3S,1,107820,129390
SKU_P7I35T_1793KDZ,1,17500,17800
SKU_11MJW2G_1SK6PPD,1,,22000
SKU_2QH9J5Q_4W7YGP4,1,31000,31000
SKU_2DBCEEC_39E7R5L,1,,49100
SKU_2MGCAWW_4DHL0GJ,1,14250,15000
SKU_2WYJ7SQ_64KEUFQ,1,,19600
SKU_10FTMOO_1PYX9O7,1,,26900
SKU_2HPAO3E_3RLAWIV,1,23240,23700
SKU_1V6JNU_5LYJ74,1,,38600
SKU_2WYJ7TQ_64KEUIQ,1,,23300
SKU_2RTX0Z9_52AGV0C,1,27540,30600
SKU_2Z3AQ7G_6I17IG9,1,24500,37000
SKU_2ONN0YU_4NWEZ12,1,,20000
SKU_3A4H8_EVM2Z,1,,9610
SKU_VZAYU_3432A9,1,27780,28070
SKU_2UXMM3C_5Q90NOM,1,,9900
SKU_1GR2Q1_4L1RXK,1,,21800
SKU_2RBVD57_500PIJ7,1,10500,16000
SKU_2XQTJM7_69N5LUE,1,15000,45000
SKU_2PF5S6D_4RAMOYC,1,,44610
SKU_2PF5T42_4RAMSYU,1,,73700
SKU_20HVFQE_2DRNJGS,1,,34100
SKU_2EFGHK9_3DH2PNB,1,24360,42000
SKU_277M82C_2TGSV8T,1,29480,32760
SKU_279LEY_6H0W6W,1,,69200
SKU_N7P7OW_14BUYRW,1,,64130
SKU_34U3X1M_7FJ0P8W,1,,22410
SKU_2YWDL8T_6GUQVVX,1,34000,60000
SKU_2PF5TWM_4RAMWJA,1,,42000
SKU_1UDSE0_5JWTZG,1,,78800
SKU_3ABFJYZ_89K95XZ,1,27900,39000
SKU_44EPYM_D1HG28,1,,48180
SKU_16KPO_5AG8J,1,,24500
SKU_1V07UN_5LJRX8,1,,38500
SKU_2VY2960_5XR3PSF,1,,31000
SKU_2H79591_3P509BO,1,9770,15500
SKU_2YBY2CC_6DDL04D,1,12000,24000
SKU_38TDEGI_81R21F4,1,15230,24000
SKU_2F4UVUF_3G33P14,1,31000,40760
SKU_2VY2985_5XR3PZY,1,,31000
SKU_19OU2_5R3E9,1,20620,25910
SKU_2BVWQ8P_35JZJ7L,1,8820,15000
SKU_2SEJQXL_55DKPD2,1,,16020
SKU_2SJNPRV_569U4TU,1,,9900
SKU_KFMV5Q_10VR3WN,1,,58140
SKU_VLTA06_1HNSJXZ,1,,72500
SKU_2XTPMM2_6A5HTF1,1,56000,80000
SKU_2PEAQMN_4R71AYH,1,42840,43340
SKU_39QRKMK_86QV4EM,1,,72000
SKU_2R51HR8_4Z62ELY,1,,125000
SKU_VW8K4J_1I5C5G9,1,,12400
SKU_2LDXY3C_48MHJDO,1,,42000
SKU_VFQWM_32T2RP,1,12900,34500
SKU_2T80D42_5BTMYHN,1,,50000
SKU_1L5X9_7BXN2,1,,18100
SKU_AS9RY_17CSRP,1,8740,15500
SKU_2WCMNAM_60HN4YC,1,,35000
SKU_2LWZQDX_4B09DSV,1,,66500
SKU_2T80D44_5BTMYHO,1,,50000
SKU_3B103LI_8CQ5M31,1,12000,18900
SKU_30S5CJW_6SL0R6D,1,,45300
SKU_2FOBPSU_3ILNQ2Z,1,,90000
SKU_2Q4B37V_4UG6Q3J,1,175870,183200
SKU_5EDDX1_HA3WH7,1,,14580
SKU_5915_BZNV,1,48170,57480
SKU_2FSTOS6_3J4F9IL,1,18040,44000
SKU_2YMI5FQ_6F73AUM,1,9100,14000
SKU_2SG8U61_55NQ9DM,1,18670,35000
SKU_36KDB06_7P0YI8S,1,12230,28000
SKU_3MQZ7_G8PKN,1,9360,14000
SKU_2W2A8CW_5YHSMLK,1,,68500
SKU_34752ZM_7C19PPX,1,16690,28000
SKU_36PM098_7PWFBF9,1,,35000
SKU_2NRSMQ7_4JQNP7I,1,,20000
SKU_PBDA_31FRI,1,,30500
SKU_3A1YTWI_88B6UAS,1,58500,65000
SKU_5EDDVS_HA3WED,1,17010,18900
SKU_32LSD02_73FJFC1,1,,21000
SKU_39TM0I9_874MEVH,1,,25000
SKU_2D5PZHE_38Z1B0R,1,12820,18000
SKU_36PM09B_7PWFBG8,1,,35000
SKU_22T2YBD_2I8ECIC,1,23240,23800
SKU_30S5CIT_6SL0QYN,1,,35500
SKU_3BEKR3R_8EJDWBA,1,,79500
SKU_32ZTH1_8TCJIT,1,18020,33210
SKU_31U5KC8_6Z3OCZR,1,,34400
SKU_2S09UB0_5348219,1,,19020
SKU_2TNWUSG_5FSIA3W,1,15750,26000
SKU_27E7M_AUZA8,1,18490,23280
SKU_2RUC1QU_52CH0X0,1,,39600
SKU_3A14EHQ_887068I,1,28670,56000
SKU_2XRQN6O_69TX3I5,1,10900,54000
SKU_1UDSDP_5JWTYN,1,,45100
SKU_2MNJFE3_4EFSQ2I,1,14110,14790
SKU_5GRII0_HGUSSB,1,17920,20160
SKU_GNU_161I,1,6390,10800
SKU_2FOBPTE_3ILNQ3R,1,,158400
SKU_2T2H6ND_5AIBI76,1,64900,65700
SKU_2F8RPPZ_3GJ18B2,1,,27970
SKU_2F7DEEX_3GDIDJL,1,,8900
SKU_PWTHQ7_18B0Q5O,1,30400,30400
SKU_3EO25G_A1JIQI,1,,11000
SKU_2N38826_4GHQ4GM,1,,45000
SKU_33LQ3SO_78VKYKD,1,16870,20690
SKU_2SJD8NR_567VRDW,1,,16900
SKU_399L1DC_847EKBB,1,220000,400000
SKU_1U9OLQ_5JMAB3,1,,10170
SKU_4354_7HE2,1,17560,30000
SKU_385NBS6_7Y8FTMI,1,9810,21900
SKU_28PQ3SY_2X2UE1O,1,10700,23000
SKU_2SFEWP5_55IOPZ3,1,,7150
SKU_2KD58Y8_43U1XXD,1,,21000
SKU_39JOHI9_85P32BD,1,9000,12000
SKU_5KBNO1_HR1BUP,1,14400,18000
SKU_R2BIC_2OOCMB,1,11470,18000
SKU_32N3NYU_73MOGBE,1,12400,15500
SKU_2SC8EMZ_54YOWN5,1,17600,22000
SKU_CS8ED_1DYFFM,1,8270,20000
SKU_2RSY7QZ_52672RG,1,,9730
SKU_2RC4IR9_501RRKV,1,,30000
SKU_2S5W9QI_53WLX74,1,10690,22000
SKU_2K2JRZN_42ET7MM,1,38250,40050
SKU_11MCI56_1SJQTN8,1,7850,16000
SKU_22WTB_9UGJN,1,14750,29900
SKU_N7P7K8_14BUYNV,1,,27900
SKU_GNR_161F,1,,5900
SKU_2SWHPNE_593VDXJ,1,,32890
SKU_3BHD6HL_8EXPWN1,1,43490,43490
SKU_N7P7LZ_14BUYPS,1,19800,20020
SKU_36UZJI8_7QQXD5H,1,,21900
SKU_2SG9YZY_55NWTYY,1,,9600
SKU_KDLFTD_10T9R6C,1,12000,24000
SKU_GAUWP_1QSIVU,1,17780,29000
SKU_2QQSUPK_4XD2QUY,1,,15000
SKU_14ZDSW_3SWBUW,1,,11470
SKU_2SG9Z0A_55NWU04,1,,9600
SKU_3AHHCVD_8AAFAZL,1,19400,54000
SKU_2NU68MG_4K2O3YP,1,,7750
SKU_2QQSUM5_4XD2QLW,1,21000,22400
